Job_ID,Operation:First,Operation:Middle,Operation:Later,Operation:Last,ProcessTime:Short,ProcessTime:Middle,ProcessTime:Long,RemainingTime:Short,RemainingTime:Middle,RemainingTime:Long,MachineLoadlight,MachineLoadHeavy,Priority,Operation,ProcessTime,ReaminingTime,MachineLoadLight,MachineLoadHeavy
8,0,0,1,0,0,0,1,1,0,0,4,1,4,7,13,11,4,1
5,0,0,1,0,1,0,0,1,0,0,2,2,1,6,1,13,2,2
12,0,0,1,0,0,1,0,1,0,0,0,3,2,6,2,13,0,3
5,0,1,0,0,0,0,1,1,0,0,4,1,1,5,9,14,4,1
2,0,0,1,0,0,0,1,1,0,0,2,2,4,8,7,15,2,2
12,0,1,0,0,0,0,1,1,0,0,4,1,2,5,13,15,4,1
6,0,0,1,0,0,1,0,1,0,0,2,2,5,7,3,16,2,2
10,0,0,1,0,0,1,0,1,0,0,2,0,5,6,5,16,2,0
14,0,0,1,0,0,0,1,1,0,0,4,1,6,9,18,17,4,1
3,0,0,1,0,1,0,0,1,0,0,1,2,3,8,2,18,1,2
6,0,0,1,0,0,0,1,1,0,0,3,2,5,6,10,19,3,2
15,0,0,1,0,0,0,1,1,0,0,1,0,3,6,17,19,1,0
7,0,0,1,0,1,0,0,0,1,0,0,1,2,7,2,20,0,1
13,0,0,1,0,0,0,1,0,1,0,1,3,4,7,11,20,1,3
3,0,0,1,0,0,0,1,0,1,0,4,1,3,7,13,20,4,1
10,0,1,0,0,0,1,0,0,1,0,2,2,5,5,3,21,2,2
11,0,0,1,0,0,0,1,0,1,0,1,2,6,8,18,21,1,2
7,0,0,1,0,1,0,0,0,1,0,2,2,2,6,1,22,2,2
2,0,0,1,0,0,0,1,0,1,0,1,3,4,7,11,22,1,3
9,0,0,1,0,1,0,0,0,1,0,2,0,2,8,1,23,2,0
5,0,1,0,0,0,1,0,0,1,0,1,3,1,4,5,23,1,3
7,0,1,0,0,0,0,1,0,1,0,0,2,1,5,15,23,0,2
4,0,0,1,0,0,0,1,0,1,0,1,3,6,8,18,23,1,3
1,0,0,1,0,1,0,0,0,1,0,0,1,1,7,2,24,0,1
9,0,0,1,0,1,0,0,0,1,0,0,1,2,7,2,24,0,1
8,0,0,1,0,0,1,0,0,1,0,2,2,4,6,3,24,2,2
10,0,1,0,0,0,0,1,0,1,0,4,1,5,4,11,24,4,1
1,0,0,1,0,1,0,0,0,1,0,1,2,1,6,2,26,1,2
9,0,0,1,0,0,1,0,0,1,0,2,2,2,6,3,26,2,2
8,0,1,0,0,0,0,1,0,1,0,3,2,4,5,14,27,3,2
5,0,1,0,0,1,0,0,0,1,0,0,1,1,3,2,28,0,1
1,0,1,0,0,0,1,0,0,1,0,0,2,1,5,3,28,0,2
12,0,1,0,0,0,0,1,0,1,0,1,0,2,4,17,28,1,0
9,0,1,0,0,0,0,1,0,1,0,0,2,2,5,13,29,0,2
6,0,1,0,0,0,0,1,0,1,0,4,1,5,5,18,29,4,1
5,0,1,0,0,1,0,0,0,1,0,0,3,1,2,2,30,0,3
1,0,1,0,0,1,0,0,0,1,0,2,2,1,4,1,31,2,2
13,0,0,1,0,0,1,0,0,1,0,1,3,4,6,3,31,1,3
1,0,1,0,0,0,1,0,0,1,0,1,3,1,3,3,32,1,3
5,1,0,0,0,0,0,1,0,1,0,0,2,1,1,13,32,0,2
3,0,0,1,0,1,0,0,0,1,0,0,3,3,6,2,33,0,3
2,0,0,1,0,0,0,1,0,1,0,0,2,4,6,13,33,0,2
13,0,1,0,0,0,0,1,0,1,0,0,2,4,5,15,34,0,2
10,0,1,0,0,1,0,0,0,1,0,1,2,5,3,2,35,1,2
14,0,0,1,0,0,1,0,0,1,0,0,1,6,8,2,35,0,1
3,0,1,0,0,0,1,0,0,1,0,2,2,3,5,3,35,2,2
1,0,1,0,0,0,1,0,0,1,0,2,0,1,2,5,35,2,0
15,0,1,0,0,0,0,1,0,1,0,1,3,3,5,18,36,1,3
14,0,0,1,0,0,0,1,0,1,0,0,2,6,7,13,37,0,2
10,0,1,0,0,0,0,1,0,1,0,0,2,5,2,15,37,0,2
3,0,1,0,0,0,1,0,0,1,0,0,2,3,4,3,38,0,2
7,0,1,0,0,0,0,1,0,1,0,1,0,1,4,17,38,1,0
11,0,0,1,0,0,1,0,0,1,0,1,1,6,7,5,39,1,1
1,1,0,0,0,0,1,0,0,1,0,1,3,1,1,5,40,1,3
4,0,0,1,0,1,0,0,0,1,0,0,1,6,7,2,41,0,1
3,0,1,0,0,0,1,0,0,1,0,2,0,3,3,5,41,2,0
8,0,1,0,0,0,0,1,0,1,0,0,2,4,4,13,41,0,2
9,0,1,0,0,1,0,0,0,1,0,0,3,2,4,2,42,0,3
4,0,0,1,0,1,0,0,0,1,0,2,2,6,6,1,43,2,2
9,0,1,0,0,0,1,0,0,1,0,1,3,2,3,3,44,1,3
4,0,1,0,0,0,0,1,0,1,0,0,2,6,5,13,44,0,2
11,0,0,1,0,0,0,1,0,1,0,1,0,6,6,17,44,1,0
12,0,1,0,0,0,1,0,0,1,0,1,3,2,3,3,45,1,3
3,0,1,0,0,0,0,1,0,1,0,2,2,3,2,7,46,2,2
2,0,1,0,0,0,0,1,0,0,1,4,1,3,5,18,46,4,1
6,0,1,0,0,0,1,0,0,0,1,1,3,5,4,3,47,1,3
9,0,1,0,0,0,1,0,0,0,1,3,2,2,2,5,47,3,2
12,0,1,0,0,0,1,0,0,0,1,1,2,2,2,2,48,1,2
13,0,1,0,0,1,0,0,0,0,1,2,2,4,4,1,49,2,2
12,1,0,0,0,0,1,0,0,0,1,2,2,2,1,3,50,2,2
13,0,1,0,0,0,1,0,0,0,1,2,0,4,3,5,50,2,0
14,0,0,1,0,0,1,0,0,0,1,2,0,6,6,5,50,2,0
6,0,1,0,0,0,0,1,0,0,1,2,0,5,3,18,50,2,0
9,1,0,0,0,0,0,1,0,0,1,1,0,2,1,17,52,1,0
10,1,0,0,0,0,0,1,0,0,1,1,0,5,1,17,52,1,0
3,1,0,0,0,0,1,0,0,0,1,1,1,3,1,5,53,1,1
8,0,1,0,0,0,1,0,0,0,1,1,3,4,3,5,54,1,3
15,0,1,0,0,0,1,0,0,0,1,1,3,3,4,5,54,1,3
7,0,1,0,0,1,0,0,0,0,1,2,0,1,3,1,55,2,0
13,0,1,0,0,0,1,0,0,0,1,0,1,4,2,2,55,0,1
14,0,1,0,0,0,1,0,0,0,1,0,2,6,5,3,55,0,2
7,0,1,0,0,0,1,0,0,0,1,2,2,1,2,3,56,2,2
4,0,1,0,0,0,1,0,0,0,1,2,2,6,4,3,57,2,2
13,1,0,0,0,0,0,1,0,0,1,3,2,4,1,10,57,3,2
14,0,1,0,0,1,0,0,0,0,1,2,2,6,4,1,58,2,2
14,0,1,0,0,1,0,0,0,0,1,2,0,6,3,1,59,2,0
7,1,0,0,0,0,0,1,0,0,1,3,2,1,1,10,59,3,2
15,0,1,0,0,0,0,1,0,0,1,0,2,3,3,13,59,0,2
8,0,1,0,0,0,0,1,0,0,1,1,0,4,2,17,59,1,0
14,0,1,0,0,0,1,0,0,0,1,1,2,6,2,2,60,1,2
4,0,1,0,0,0,0,1,0,0,1,4,1,6,3,18,60,4,1
11,0,1,0,0,0,0,1,0,0,1,0,2,5,5,6,61,0,2
14,1,0,0,0,0,1,0,0,0,1,1,3,6,1,3,62,1,3
2,0,1,0,0,0,0,1,0,0,1,3,2,3,4,10,64,3,2
11,0,1,0,0,0,0,1,0,0,1,2,0,5,4,18,67,2,0
6,0,1,0,0,0,0,1,0,0,1,0,2,5,2,13,68,0,2
15,0,1,0,0,0,1,0,0,0,1,0,2,3,2,3,72,0,2
2,0,1,0,0,1,0,0,0,0,1,2,0,3,3,1,74,2,0
15,1,0,0,0,0,1,0,0,0,1,3,2,3,1,5,75,3,2
2,0,1,0,0,0,0,1,0,0,1,1,0,3,2,17,75,1,0
8,1,0,0,0,1,0,0,0,0,1,0,3,4,1,2,76,0,3
4,0,1,0,0,0,1,0,0,0,1,1,1,6,2,5,78,1,1
6,1,0,0,0,1,0,0,0,0,1,2,0,5,1,1,81,2,0
4,1,0,0,0,0,0,1,0,0,1,2,0,6,1,18,83,2,0
11,0,1,0,0,0,1,0,0,0,1,1,3,5,3,3,85,1,3
11,0,1,0,0,1,0,0,0,0,1,0,3,5,2,2,88,0,3
11,1,0,0,0,1,0,0,0,0,1,2,0,5,1,1,90,2,0
2,1,0,0,0,0,0,1,0,0,1,1,3,3,1,11,92,1,3
Job_ID,Operation:First,Operation:Middle,Operation:Later,Operation:Last,ProcessTime:Short,ProcessTime:Middle,ProcessTime:Long,RemainingTime:Short,RemainingTime:Middle,RemainingTime:Long,MachineLoadlight,MachineLoadHeavy,Priority,Operation,ProcessTime,ReaminingTime,MachineLoadLight,MachineLoadHeavy
3,0,0,0,1,1,0,0,1,0,0,2,0,3,10,1,0,2,0
12,0,0,0,1,1,0,0,1,0,0,2,0,2,10,1,0,2,0
15,0,0,0,1,1,0,0,1,0,0,2,2,2,10,1,0,2,2
1,0,0,0,1,1,0,0,1,0,0,0,3,4,10,2,0,0,3
2,0,0,0,1,1,0,0,1,0,0,0,3,2,10,2,0,0,3
7,0,0,0,1,1,0,0,1,0,0,0,3,6,10,2,0,0,3
4,0,0,0,1,0,1,0,1,0,0,0,2,4,10,3,0,0,2
13,0,0,0,1,0,1,0,1,0,0,2,2,4,10,3,0,2,2
5,0,0,0,1,0,1,0,1,0,0,3,2,5,10,5,0,3,2
6,0,0,0,1,0,1,0,1,0,0,1,1,6,10,5,0,1,1
8,0,0,0,1,0,1,0,1,0,0,1,1,5,10,5,0,1,1
9,0,0,0,1,0,1,0,1,0,0,1,3,6,10,5,0,1,3
10,0,0,0,1,0,1,0,1,0,0,3,2,1,10,5,0,3,2
11,0,0,0,1,0,0,1,1,0,0,4,1,3,10,11,0,4,1
14,0,0,0,1,0,0,1,1,0,0,1,0,1,10,17,0,1,0
12,0,0,1,0,0,1,0,1,0,0,1,3,2,9,5,1,1,3
15,0,0,1,0,0,1,0,1,0,0,2,0,2,9,5,1,2,0
3,0,0,1,0,0,0,1,1,0,0,1,0,3,9,17,1,1,0
7,0,0,1,0,0,1,0,1,0,0,2,0,6,9,5,2,2,0
2,0,0,1,0,0,0,1,1,0,0,2,2,2,9,13,2,2,2
1,0,0,1,0,0,0,1,1,0,0,3,2,4,9,14,2,3,2
13,0,0,1,0,0,0,1,1,0,0,0,2,4,9,6,3,0,2
4,0,0,1,0,0,0,1,1,0,0,1,0,4,9,17,3,1,0
10,0,0,1,0,0,1,0,1,0,0,1,3,1,9,3,5,1,3
5,0,0,1,0,0,1,0,1,0,0,1,1,5,9,5,5,1,1
8,0,0,1,0,0,1,0,1,0,0,2,0,5,9,5,5,2,0
6,0,0,1,0,0,0,1,1,0,0,0,2,6,9,6,5,0,2
9,0,0,1,0,0,0,1,1,0,0,4,1,6,9,11,5,4,1
15,0,0,1,0,0,1,0,1,0,0,1,2,2,8,2,6,1,2
12,0,0,1,0,0,1,0,1,0,0,1,1,2,8,5,6,1,1
7,0,0,1,0,0,0,1,1,0,0,4,1,6,8,13,7,4,1
10,0,0,1,0,1,0,0,1,0,0,0,3,1,8,2,8,0,3
15,0,0,1,0,0,0,1,1,0,0,4,1,2,7,13,8,4,1
13,0,0,1,0,0,0,1,1,0,0,4,1,4,8,18,9,4,1
8,0,0,1,0,1,0,0,1,0,0,2,0,5,8,1,10,2,0
5,0,0,1,0,0,1,0,1,0,0,0,2,5,8,3,10,0,2
10,0,0,1,0,0,1,0,1,0,0,0,2,1,7,3,10,0,2
12,0,0,1,0,0,1,0,1,0,0,0,1,2,7,2,11,0,1
11,0,0,1,0,0,1,0,1,0,0,3,2,3,9,5,11,3,2
6,0,0,1,0,0,0,1,1,0,0,1,3,6,8,11,11,1,3
8,0,0,1,0,0,0,1,1,0,0,4,1,5,7,18,11,4,1
5,0,0,1,0,1,0,0,1,0,0,1,2,5,7,2,13,1,2
12,0,0,1,0,0,1,0,1,0,0,0,3,2,6,2,13,0,3
10,0,0,1,0,0,1,0,1,0,0,2,0,1,6,5,13,2,0
2,0,0,1,0,1,0,0,1,0,0,2,2,2,8,1,15,2,2
5,0,0,1,0,1,0,0,1,0,0,2,2,5,6,1,15,2,2
12,0,1,0,0,0,0,1,1,0,0,4,1,2,5,18,15,4,1
9,0,0,1,0,1,0,0,1,0,0,2,0,6,8,1,16,2,0
11,0,0,1,0,1,0,0,1,0,0,1,2,3,8,2,16,1,2
2,0,0,1,0,0,0,1,1,0,0,1,3,2,7,11,16,1,3
5,0,1,0,0,0,0,1,1,0,0,4,1,5,5,13,16,4,1
1,0,0,1,0,0,0,1,1,0,0,1,0,4,8,17,16,1,0
9,0,0,1,0,1,0,0,1,0,0,0,1,6,7,2,17,0,1
14,0,0,1,0,0,0,1,1,0,0,4,1,1,9,18,17,4,1
3,0,0,1,0,1,0,0,0,1,0,1,2,3,8,2,18,1,2
10,0,1,0,0,0,1,0,0,1,0,2,2,1,5,3,18,2,2
11,0,0,1,0,0,1,0,0,1,0,1,1,3,7,3,18,1,1
9,0,0,1,0,0,1,0,0,1,0,2,2,6,6,3,19,2,2
7,0,0,1,0,1,0,0,0,1,0,0,1,6,7,2,20,0,1
3,0,0,1,0,0,0,1,0,1,0,4,1,3,7,18,20,4,1
4,0,0,1,0,0,0,1,0,1,0,1,3,4,8,18,20,1,3
10,0,1,0,0,0,0,1,0,1,0,4,1,1,4,11,21,4,1
11,0,0,1,0,0,0,1,0,1,0,1,0,3,6,17,21,1,0
15,0,0,1,0,0,0,1,0,1,0,1,0,2,6,17,21,1,0
6,0,0,1,0,0,1,0,0,1,0,2,2,6,7,3,22,2,2
7,0,0,1,0,0,0,1,0,1,0,2,2,6,6,7,22,2,2
9,0,1,0,0,0,0,1,0,1,0,0,2,6,5,15,22,0,2
6,0,0,1,0,0,0,1,0,1,0,3,2,6,6,10,25,3,2
13,0,0,1,0,0,1,0,0,1,0,1,3,4,7,5,27,1,3
2,0,0,1,0,0,0,1,0,1,0,0,2,2,6,13,27,0,2
8,0,0,1,0,0,1,0,0,1,0,2,2,5,6,3,29,2,2
5,0,1,0,0,0,1,0,0,1,0,1,3,5,4,5,29,1,3
7,0,1,0,0,0,0,1,0,1,0,0,2,5,5,13,29,0,2
10,0,1,0,0,1,0,0,0,1,0,1,2,1,3,2,32,1,2
13,0,0,1,0,0,1,0,0,1,0,1,3,4,6,3,32,1,3
8,0,1,0,0,0,1,0,0,1,0,3,2,5,5,5,32,3,2
1,0,0,1,0,1,0,0,0,1,0,0,1,4,7,2,33,0,1
12,0,1,0,0,0,0,1,0,1,0,1,0,2,4,17,33,1,0
5,0,1,0,0,1,0,0,0,1,0,0,1,5,3,2,34,0,1
10,0,1,0,0,0,0,1,0,1,0,0,2,1,2,13,34,0,2
1,0,0,1,0,1,0,0,0,1,0,1,2,4,6,2,35,1,2
14,0,0,1,0,0,1,0,0,1,0,0,1,1,8,2,35,0,1
13,0,1,0,0,0,0,1,0,1,0,0,2,3,5,13,35,0,2
6,0,1,0,0,0,0,1,0,1,0,4,1,6,5,18,35,4,1
5,0,1,0,0,1,0,0,0,1,0,0,3,5,2,2,36,0,3
9,0,1,0,0,1,0,0,0,1,0,0,3,6,4,2,37,0,3
1,0,1,0,0,0,1,0,0,1,0,0,2,4,5,3,37,0,2
14,0,0,1,0,0,0,1,0,1,0,0,2,1,7,13,37,0,2
8,0,1,0,0,0,0,1,0,1,0,0,2,5,4,15,37,0,2
3,0,0,1,0,1,0,0,0,1,0,0,3,3,6,2,38,0,3
4,0,0,1,0,1,0,0,0,1,0,0,1,4,7,2,38,0,1
11,0,1,0,0,0,0,1,0,1,0,0,2,3,5,6,38,0,2
5,1,0,0,0,0,0,1,0,1,0,0,2,5,1,13,38,0,2
15,0,1,0,0,0,0,1,0,1,0,1,3,1,5,18,38,1,3
9,0,1,0,0,0,1,0,0,1,0,1,3,6,3,3,39,1,3
1,0,1,0,0,1,0,0,0,1,0,2,2,4,4,1,40,2,2
3,0,1,0,0,0,1,0,0,1,0,2,2,3,5,3,40,2,2
4,0,0,1,0,0,0,1,0,1,0,2,2,4,6,7,40,2,2
2,0,1,0,0,0,0,1,0,1,0,4,1,2,5,11,40,4,1
1,0,1,0,0,0,1,0,0,1,0,1,3,4,3,3,41,1,3
9,0,1,0,0,0,1,0,0,1,0,3,2,6,2,5,42,3,2
7,0,1,0,0,0,0,1,0,1,0,1,0,5,4,17,42,1,0
3,0,1,0,0,0,1,0,0,1,0,0,2,3,4,3,43,0,2
1,0,1,0,0,0,1,0,0,1,0,2,0,4,2,5,44,2,0
11,0,1,0,0,0,1,0,0,1,0,2,0,3,4,5,44,2,0
3,0,1,0,0,0,1,0,0,1,0,2,0,3,3,5,46,2,0
4,0,1,0,0,0,0,1,0,1,0,0,2,4,5,13,47,0,2
9,1,0,0,0,0,0,1,0,1,0,1,0,6,1,17,47,1,0
10,1,0,0,0,0,0,1,0,0,1,1,0,1,1,17,47,1,0
13,0,1,0,0,0,1,0,0,0,1,2,2,3,4,2,48,2,2
11,0,1,0,0,0,1,0,0,0,1,1,3,3,3,3,49,1,3
1,1,0,0,0,0,1,0,0,0,1,1,3,4,1,5,49,1,3
12,0,1,0,0,0,0,1,0,0,1,1,3,2,3,16,50,1,3
13,0,1,0,0,0,0,1,0,0,1,2,0,3,3,18,50,2,0
14,0,0,1,0,0,0,1,0,0,1,2,0,1,6,18,50,2,0
3,0,1,0,0,1,0,0,0,0,1,2,2,3,2,1,51,2,2
2,0,1,0,0,0,0,1,0,0,1,3,2,2,4,10,51,3,2
11,0,1,0,0,1,0,0,0,0,1,0,3,3,2,2,52,0,3
3,1,0,0,0,0,1,0,0,0,1,1,1,3,1,5,52,1,1
8,0,1,0,0,0,1,0,0,0,1,1,3,5,3,5,52,1,3
6,0,1,0,0,0,0,1,0,0,1,1,3,6,4,16,53,1,3
11,1,0,0,0,1,0,0,0,0,1,2,0,3,1,1,54,2,0
15,0,1,0,0,0,1,0,0,0,1,1,3,1,4,5,56,1,3
8,0,1,0,0,0,0,1,0,0,1,1,0,5,2,17,57,1,0
7,0,1,0,0,1,0,0,0,0,1,2,0,5,3,1,59,2,0
4,0,1,0,0,0,1,0,0,0,1,2,2,4,4,3,60,2,2
7,0,1,0,0,0,1,0,0,0,1,2,2,5,2,3,60,2,2
2,0,1,0,0,1,0,0,0,0,1,2,0,2,3,1,61,2,0
15,0,1,0,0,0,0,1,0,0,1,0,2,1,3,15,61,0,2
2,0,1,0,0,0,0,1,0,0,1,1,0,2,2,17,62,1,0
7,1,0,0,0,0,1,0,0,0,1,3,2,5,1,5,63,3,2
4,0,1,0,0,0,0,1,0,0,1,4,1,4,3,18,63,4,1
12,0,1,0,0,0,1,0,0,0,1,1,2,2,2,2,66,1,2
13,0,1,0,0,0,1,0,0,0,1,0,1,3,2,2,68,0,1
12,1,0,0,0,0,1,0,0,0,1,2,2,2,1,3,68,2,2
14,0,1,0,0,0,0,1,0,0,1,0,2,1,5,6,68,0,2
6,0,1,0,0,0,1,0,0,0,1,2,0,6,3,5,69,2,0
13,1,0,0,0,0,1,0,0,0,1,3,2,3,1,5,70,3,2
14,0,1,0,0,1,0,0,0,0,1,2,2,1,4,1,74,2,2
8,1,0,0,0,1,0,0,0,0,1,0,3,5,1,2,74,0,3
6,0,1,0,0,0,0,1,0,0,1,0,2,6,2,13,74,0,2
14,0,1,0,0,1,0,0,0,0,1,2,0,1,3,1,75,2,0
14,0,1,0,0,0,1,0,0,0,1,1,2,1,2,2,76,1,2
15,0,1,0,0,0,0,1,0,0,1,0,2,1,2,6,76,0,2
14,1,0,0,0,0,0,1,0,0,1,1,3,1,1,11,78,1,3
2,1,0,0,0,0,1,0,0,0,1,1,3,2,1,3,79,1,3
4,0,1,0,0,0,1,0,0,0,1,1,1,4,2,5,81,1,1
15,1,0,0,0,0,1,0,0,0,1,3,2,1,1,5,82,3,2
4,1,0,0,0,0,1,0,0,0,1,2,0,4,1,5,86,2,0
6,1,0,0,0,1,0,0,0,0,1,2,0,6,1,1,87,2,0
Job_ID,Operation:First,Operation:Middle,Operation:Later,Operation:Last,ProcessTime:Short,ProcessTime:Middle,ProcessTime:Long,RemainingTime:Short,RemainingTime:Middle,RemainingTime:Long,MachineLoadlight,MachineLoadHeavy,Priority,Operation,ProcessTime,ReaminingTime,MachineLoadLight,MachineLoadHeavy
3,0,0,0,1,1,0,0,1,0,0,2,0,2,10,1,0,2,0
12,0,0,0,1,1,0,0,1,0,0,2,0,1,10,1,0,2,0
1,0,0,0,1,1,0,0,1,0,0,0,3,6,10,2,0,0,3
2,0,0,0,1,1,0,0,1,0,0,0,3,4,10,2,0,0,3
7,0,0,0,1,1,0,0,1,0,0,0,3,5,10,2,0,0,3
8,0,0,0,1,0,1,0,1,0,0,1,1,2,10,3,0,1,1
13,0,0,0,1,0,1,0,1,0,0,2,2,2,10,3,0,2,2
6,0,0,0,1,0,1,0,1,0,0,1,1,1,10,5,0,1,1
4,0,0,0,1,0,1,0,1,0,0,0,2,3,10,6,0,0,2
15,0,0,0,1,0,0,1,1,0,0,2,2,6,10,7,0,2,2
5,0,0,0,1,0,0,1,1,0,0,3,2,6,10,10,0,3,2
10,0,0,0,1,0,0,1,1,0,0,3,2,3,10,10,0,3,2
9,0,0,0,1,0,0,1,1,0,0,1,3,4,10,11,0,1,3
11,0,0,0,1,0,0,1,1,0,0,4,1,4,10,13,0,4,1
14,0,0,0,1,0,0,1,1,0,0,1,0,5,10,17,0,1,0
12,0,0,1,0,0,0,1,1,0,0,1,3,1,9,11,1,1,3
3,0,0,1,0,0,0,1,1,0,0,1,0,2,9,17,1,1,0
2,0,0,1,0,0,1,0,1,0,0,2,2,4,9,3,2,2,2
1,0,0,1,0,0,1,0,1,0,0,3,2,6,9,5,2,3,2
7,0,0,1,0,0,1,0,1,0,0,2,0,5,9,5,2,2,0
8,0,0,1,0,0,1,0,1,0,0,2,0,2,9,5,3,2,0
13,0,0,1,0,0,1,0,1,0,0,0,2,2,9,6,3,0,2
2,0,0,1,0,1,0,0,1,0,0,2,2,4,8,1,5,2,2
6,0,0,1,0,0,1,0,1,0,0,0,2,1,9,6,5,0,2
2,0,0,1,0,0,0,1,1,0,0,1,3,4,7,11,6,1,3
4,0,0,1,0,0,0,1,1,0,0,1,0,3,9,17,6,1,0
15,0,0,1,0,0,1,0,1,0,0,2,0,6,9,5,7,2,0
7,0,0,1,0,0,0,1,1,0,0,4,1,5,8,11,7,4,1
1,0,0,1,0,0,0,1,1,0,0,1,0,6,8,17,7,1,0
8,0,0,1,0,1,0,0,1,0,0,2,0,2,8,1,8,2,0
13,0,0,1,0,0,0,1,1,0,0,4,1,2,8,9,9,4,1
8,0,0,1,0,0,0,1,1,0,0,4,1,2,7,11,9,4,1
10,0,0,1,0,0,1,0,1,0,0,1,3,3,9,3,10,1,3
5,0,0,1,0,0,1,0,1,0,0,1,1,6,9,5,10,1,1
6,0,0,1,0,0,1,0,1,0,0,1,3,1,8,5,11,1,3
9,0,0,1,0,0,0,1,1,0,0,4,1,4,9,11,11,4,1
15,0,0,1,0,0,1,0,1,0,0,1,2,6,8,2,12,1,2
12,0,0,1,0,0,1,0,1,0,0,1,1,1,8,3,12,1,1
11,0,0,1,0,0,0,1,1,0,0,3,2,4,9,10,13,3,2
10,0,0,1,0,0,0,1,1,0,0,0,3,3,8,19,13,0,3
15,0,0,1,0,0,0,1,1,0,0,4,1,6,7,18,14,4,1
12,0,0,1,0,0,1,0,1,0,0,0,1,1,7,2,15,0,1
5,0,0,1,0,0,1,0,1,0,0,0,2,6,8,6,15,0,2
6,0,0,1,0,0,1,0,1,0,0,2,2,1,7,3,16,2,2
12,0,0,1,0,0,1,0,1,0,0,0,3,1,6,2,17,0,3
2,0,0,1,0,0,0,1,1,0,0,0,2,4,6,13,17,0,2
14,0,0,1,0,0,0,1,1,0,0,4,1,5,9,13,17,4,1
3,0,0,1,0,1,0,0,1,0,0,1,2,2,8,2,18,1,2
7,0,0,1,0,1,0,0,1,0,0,0,1,5,7,2,18,0,1
13,0,0,1,0,0,0,1,1,0,0,1,3,2,7,11,18,1,3
6,0,0,1,0,0,0,1,1,0,0,3,2,1,6,10,19,3,2
